personName,W,minutes
Lamar Stevens,11,170.65537037037038
Lance Stephenson,16,314.72931159498046
Lance Thomas,11,179.14532811194653
Landry Fields,9,180.66122677119628
Landry Shamet,10,216.84307009763563
Langston Galloway,13,265.67366025178524
Larry Drew II,3,27.416666666666664
Larry Nance Jr.,21,500.0306130127183
Larry Sanders,9,163.17979166666666
Lauri Markkanen,8,251.14361362721417
Lavoy Allen,10,187.04470600434385
LeBron James,18,646.6077702922456
Leaky Black,1,18.366666666666667
Leandro Barbosa,8,143.45248292541345
Leandro Bolmaro,2,7.539254385964912
Leon Powe,1,8.551666666666666
Linas Kleiza,3,65.69855664488017
Lindell Wigginton,3,13.008838383838384
Lindy Waters III,3,38.72411111111111
Lonnie Walker IV,11,202.8021138716356
Lonzo Ball,6,191.81559112867808
Lorenzo Brown,5,47.213240740740744
Lou Amundson,10,115.6696181109339
Lou Williams,18,454.45669911093523
Louis King,4,45.35277777777778
Luc Mbah a Moute,12,271.9850373931624
Lucas Nogueira,8,78.74205128205128
Luguentz Dort,8,231.90184343434342
Luis Scola,9,205.12314734845617
Luka Doncic,8,273.6797005249179
Luka Garza,3,34.32673202614379
Luka Samanic,4,49.61079365079365
Luke Babbitt,10,134.45904125286478
Luke Harangody,3,42.15744047619048
Luke Kennard,16,378.7047349105983
Luke Kornet,12,154.30160563973064
Luke Ridnour,6,140.209420664461
Luol Deng,9,296.8021468545917
Luther Head,1,18.60625
Maalik Wayns,3,19.40138888888889
Malachi Flynn,6,69.48419540229885
Malachi Richardson,4,30.822073412698415
Malaki Branham,4,93.33377976190476
Malcolm Brogdon,9,283.1067354235533
Malcolm Delaney,2,37.840653153153156
Malcolm Lee,2,25.122222222222224
Malcolm Miller,6,42.76074841824842
Malik Beasley,13,307.62374440244815
Malik Monk,8,175.5000229812065
Malik Williams,1,3.4333333333333336
Mamadi Diakite,5,38.06900793650794
Manny Harris,4,53.875238095238096
Manu Ginobili,8,180.55442605575286
Maozinha Pereira,1,21.9
MarJon Beauchamp,4,46.643061840120666
MarShon Brooks,10,171.9911115096445
Marc Gasol,12,375.9966487859966
Marcelo Huertas,2,19.21375
Marcin Gortat,10,278.3895598394943
Marco Belinelli,16,361.35009966077234
Marcus Camby,5,90.02121101364523
Marcus Morris Sr.,21,533.4537349820471
Marcus Sasser,1,18.715151515151515
Marcus Smart,14,418.53945073307847
Marcus Thornton,14,313.4142618010167
Mario Chalmers,8,200.6956651361951
Mario Hezonja,9,167.33402777777778
Mario West,1,29.0
Mark Williams,2,50.645502645502646
Markel Brown,3,40.73997584541063
Markelle Fultz,7,165.44659317311041
Markieff Morris,20,412.89093797964165
Markus Howard,2,9.338684640522875
Marques Bolden,3,18.480555555555554
Marquese Chriss,10,168.64877946127945
Marquis Daniels,3,52.43312479145813
Marquis Teague,3,19.81706349206349
Marreese Speights,15,234.77104630792041
Marshall Plumlee,2,19.627222222222223
Martell Webster,6,132.26059586436202
Marvin Bagley III,10,223.4759715380405
Marvin Williams,13,337.976378823143
Mason Jones,4,37.02301587301587
Mason Plumlee,18,383.1276951220005
Matisse Thybulle,12,273.5730903379768
Matt Barnes,8,199.98811083617392
Matt Bonner,12,171.499410832188
Matt Carroll,3,24.43670634920635
Matt Ryan,4,33.75595238095238
Matt Thomas,4,33.31936010459854
Matthew Dellavedova,13,225.21696437549377
Maurice Evans,5,86.18520021645023
Maurice Harkless,13,289.5521415501485
Maurice Ndour,1,11.396666666666667
Max Christie,4,47.81976641414141
Max Strus,8,196.80746212121213
Maxi Kleber,14,312.12111835640894
McKinley Wright IV,2,15.332936507936509
Mehmet Okur,2,40.58166666666666
Melvin Ely,3,45.95833333333333
Metta World Peace,7,149.87843462823724
Meyers Leonard,17,233.1478617621311
Michael Beasley,11,213.05323373899174
Michael Carter-Williams,13,256.9947479714328
Michael Kidd-Gilchrist,10,240.52813423786534
Michael Porter Jr.,6,161.03454143488804
Michael Redd,2,29.741444444444443
Mickael Gelabale,1,16.215
Mickael Pietrus,6,123.4969708994709
Mickell Gladness,2,10.852380952380953
Mikal Bridges,12,390.8962829506803
Mike Bibby,3,72.5603431372549
Mike Conley,15,473.74524605797757
Mike Dunleavy,11,263.1806437496825
Mike James,6,78.67950617283951
Mike Miller,12,188.3801619163963
Mike Muscala,28,393.42576565801284
Mike Scott,17,264.6548429327367
Miles Bridges,5,153.22121518625292
Miles McBride,3,42.989355332776384
Miles Plumlee,9,110.09059948298216
Milos Teodosic,2,36.13742816091954
Mindaugas Kuzminskas,1,16.07777777777778
Ming Yao,1,16.916666666666668
Miroslav Raduljica,1,9.857142857142858
Mirza Teletovic,6,107.18931429441108
Mitch McGary,2,19.19294117647059
Mitchell Robinson,6,148.69069809941521
Miye Oni,3,19.216666666666665
Mo Bamba,7,108.72826713247765
Mo Williams,8,224.62353960276783
Monta Ellis,9,314.0236194971179
Monte Morris,8,157.2024474696843
Montrezl Harrell,13,265.6360822021116
Moritz Wagner,13,212.23957550125314
Moses Brown,7,60.65494047619048
Moses Moody,6,75.59093607010273
Moussa Diabate,2,10.501666666666667
Mychal Mulder,4,66.22676767676768
Mychel Thompson,1,15.775
Myles Turner,12,327.7093748586637
Naji Marshall,8,148.2268800069662
Nando De Colo,3,32.170746031746035
Nassir Little,5,79.64526604811692
Nate Robinson,7,114.17125677506775
Nate Wolters,4,50.79944444444445
Nathan Knight,3,24.628508771929827
Naz Reid,9,171.29252803134756
Nazr Mohammed,7,74.44879800210987
Nemanja Bjelica,11,238.422552999428
Nenad Krstic,2,46.682142857142864
Nene Hilario,15,352.903792154789
Nerlens Noel,14,304.5438695697577
Nic Claxton,8,164.80163341021859
Nick Calathes,2,30.31686507936508
Nick Collison,16,236.57606492492
Nick Richards,4,53.29476719576719
Nick Young,15,344.5657303240275
Nickeil Alexander-Walker,10,183.46183110742322
Nico Mannion,1,8.154901960784315
Nicolas Batum,19,560.9092072076113
Nicolas Brussino,2,16.068518518518516
Nicolas Laprovittola,1,9.129999999999999
Nicolo Melli,3,44.76575369075369
Nik Stauskas,11,173.8739508981357
Nikola Jokic,15,462.41346967003966
Nikola Jovic,4,47.00615942028986
Nikola Mirotic,9,234.8283863863864
Nikola Pekovic,6,139.78965412105762
Nikola Vucevic,15,484.95434129067144
Noah Clowney,2,26.038888888888888
Noah Vonleh,13,186.97614896248146
Nolan Smith,2,16.670965309200604
Norman Powell,19,460.25799748052157
Norris Cole,7,148.65116051773185
O.G. Anunoby,12,367.82732162309367
O.J. Mayo,6,163.42580639794414
OG Anunoby,3,100.96055555555556
Obi Toppin,4,65.58567137616339
Ochai Agbaji,5,94.09000762776506
Okaro White,3,37.474999999999994
Olivier Sarr,3,49.369305555555556
Olivier-Maxence Prosper,1,5.493055555555556
Omari Spellman,4,65.31402116402117
Omer Asik,9,160.42640463712158
Omer Yurtseven,3,31.66000502765209
Omri Casspi,10,182.80977621483376
Onuralp Bitim,1,14.325757575757576
Onyeka Okongwu,8,169.05967063492065
Orlando Johnson,4,28.540860215053765
Orlando Robinson,2,23.30564814814815
Oshae Brissett,6,126.01112269401362
Othyus Jeffers,5,56.425
Otto Porter Jr.,14,327.2906180636211
Ousmane Dieng,2,27.72873015873016
P.J. Tucker,21,588.902822877842
P.J. Washington,9,275.2652238039738
PJ Dozier,6,68.33585016835016
PJ Hairston,4,79.73347953216374
Pablo Prigioni,5,86.17798264385773
Paolo Banchero,2,68.61552127162226
Pascal Siakam,18,554.1700332603605
Pat Connaughton,24,446.4840214532475
Patrick Baldwin Jr.,1,13.202777777777778
Patrick Beverley,15,384.3683013849126
Patrick Christopher,1,9.1
Patrick McCaw,8,127.16941400021547
Patrick Patterson,15,312.25783195180713
Patrick Williams,4,110.2671052631579
Patty Mills,17,321.8343218560682
Pau Gasol,15,461.5398045389341
Paul George,21,665.421359227029
Paul Millsap,15,413.58945426261494
Paul Pierce,8,214.91601141469562
Paul Reed,8,84.87850589225589
Paul Watson,5,45.968650793650795
Paul Zipser,2,33.233193277310924
Payton Pritchard,4,69.57248332509882
Peja Stojakovic,3,41.67666666666666
Pero Antic,3,59.23135704874835
Perry Jones III,6,64.34915401426271
Peyton Watson,2,25.16197344322344
Phil Pressey,4,45.677173913043475
Pierre Jackson,1,11.575
Pooh Jeter,1,11.079166666666667
Precious Achiuwa,9,184.25440434701656
Quentin Grimes,7,154.20589687726942
Quentin Richardson,3,62.2883963963964
Quincy Acy,10,152.44987456987457
Quincy Miller,5,51.82769607843137
Quincy Pondexter,12,201.57748899702483
Quinn Cook,7,76.04626018246985
Quinton Ross,1,8.697619047619048
R.J. Hampton,7,137.17738095238096
RJ Barrett,8,256.0853428515928
RJ Hunter,4,41.781349206349205
Raja Bell,2,51.902554179566565
Rajon Rondo,15,406.41481423912137
Ramon Sessions,12,268.11708294680847
Randy Foye,8,185.54766363639652
Rashad Vaughn,4,41.1575
Rashard Lewis,5,119.89403433661997
Rasual Butler,7,87.35865749426725
Raul Neto,8,118.39590598562233
Rawle Alkins,1,9.766666666666667
Ray Allen,4,119.74589239382948
Ray McCallum,4,76.1708603896104
Ray Spalding,1,16.17222222222222
Rayan Rupert,1,14.847619047619048
Raymond Felton,11,271.2083273167333
Reggie Bullock,20,447.3866930877225
Reggie Evans,10,196.57109954663147
Reggie Jackson,18,437.37460033385173
Reggie Perry,1,7.593518518518518
Reggie Williams,8,101.18912698412699
Richard Hamilton,3,75.34718045112783
Richard Jefferson,12,245.0249038050208
Richaun Holmes,15,277.8383828224776
Ricky Rubio,12,350.6843605177029
Robbie Hummel,3,54.55434782608696
Robert Covington,19,476.92191082123355
Robert Sacre,4,49.94741228070175
Robert Williams III,6,116.11190621429051
Robin Lopez,14,288.59498412398693
Rodions Kurucs,6,67.57951388888888
Rodney Carney,2,15.627272727272729
Rodney Hood,17,390.16955905205907
Rodney McGruder,14,244.0199321670155
Rodney Purvis,1,19.28666666666667
Rodney Stuckey,7,188.82400287400864
Rodrigue Beaubois,3,49.625883420518846
Roger Mason Jr.,4,54.91305555555556
Romeo Langford,9,146.2296977124183
Ron Baker,4,52.54047619047619
Rondae Hollis-Jefferson,10,207.36770313604524
Ronnie Brewer,9,148.2060183747412
Ronnie Price,7,92.24853824490921
Ronny Turiaf,4,67.76639701536644
Roy Hibbert,8,185.91685674577667
Royal Ivey,4,32.39722222222222
Royce O'Neale,12,313.67220092165104
Rudy Fernandez,2,46.99478260869565
Rudy Gay,17,490.5431560223804
Rudy Gobert,11,328.1694980463027
Rui Hachimura,6,157.03681775008855
Russell Westbrook,15,494.548072229191
Ryan Anderson,13,298.02426248243404
Ryan Arcidiacono,8,91.37782287157287
Ryan Broekhoff,2,22.545555555555556
Ryan Gomes,3,47.10130268199234
Ryan Hollins,8,97.15361342032341
Ryan Kelly,4,69.73318181818182
Saben Lee,5,56.92900793650794
Saddiq Bey,6,170.14494598650776
Salah Mejri,4,48.214176771504356
Sam Dekker,6,79.02097578347579
Sam Hauser,6,87.38651813713027
Sam Merrill,5,43.38174501424501
Sam Young,6,77.29618271221531
Samardo Samuels,3,41.73277777777778
Samuel Dalembert,6,119.9690843837535
Sandro Mamukelashvili,8,95.77705662393163
Santi Aldama,6,119.90722639933166
Sasha Pavlovic,8,98.84762866762867
Sasha Vujacic,7,132.95255277130278
Scoot Henderson,1,24.944444444444443
Scottie Barnes,6,211.81906776094274
Scotty Pippen Jr.,2,24.696666666666665
Sean Kilpatrick,8,130.6670634920635
Sebastian Telfair,5,86.51786045943305
Sekou Doumbouya,2,38.57555555555555
Semaj Christon,1,15.974074074074075
Semi Ojeleye,9,111.8939317378603
Semih Erden,3,47.97972222222222
Serge Ibaka,22,533.9235641488932
Sergey Karasev,3,36.91342592592592
Sergio Rodriguez,1,20.657638888888886
Seth Curry,14,285.8991783636152
Shabazz Muhammad,10,149.31904320987655
Shabazz Napier,8,139.23497596043248
Shaedon Sharpe,2,56.19947916666666
Shai Gilgeous-Alexander,7,238.41766414141415
Shake Milton,12,199.8818202693073
Shane Battier,7,156.3096167899134
Shane Larkin,4,68.67340277777778
Shannon Brown,7,128.26963241436926
Shaquille Harrison,10,119.82150673400673
Shaquille O'Neal,1,20.854166666666664
Shaun Livingston,11,212.4298598031721
Shawn Marion,6,149.77503525273747
Shawne Williams,6,101.95419016290727
Shelden Williams,5,80.66705409356724
Sheldon Mac,1,7.440196078431373
Shelvin Mack,11,177.94664342502577
Simone Fontecchio,3,66.71266666666666
Sindarius Thornwell,6,44.98040674603175
Skal Labissiere,7,88.54272875816994
Skylar Mays,5,57.61031346749226
Solomon Hill,16,307.141359508547
Solomon Jones,5,51.576190476190476
Sonny Weems,2,32.798529411764704
Spencer Dinwiddie,15,409.20828335528995
Spencer Hawes,13,293.63942983845425
Stanley Johnson,13,254.05257833438742
Stanley Umude,1,11.904166666666667
Stephen Curry,14,461.7620829139845
Stephen Graham,2,26.110784313725492
Stephen Jackson,7,184.99472883597883
Sterling Brown,10,166.9079511727347
Steve Blake,7,160.76907904172504
Steve Nash,4,124.54610042735044
Steve Novak,10,79.88417879121621
Steven Adams,10,269.8032036109774
Sundiata Gaines,3,30.67058823529412
Svi Mykhailiuk,13,191.20761941618753
T.J. Ford,2,36.05968137254902
T.J. Leaf,4,29.964167626728113
T.J. McConnell,9,193.44899236560713
T.J. Warren,10,237.39596716464365
Tacko Fall,3,15.092307692307692
Taj Gibson,27,586.5463500111223
Talen Horton-Tucker,8,141.77516692546584
Tari Eason,2,42.98926767676768
Tarik Black,7,109.72963624338624
Taurean Prince,12,282.89605888831767
Taylor Hendricks,1,15.102564102564104
Tayshaun Prince,9,248.50685414643675
Terance Mann,10,210.5041140711492
Terence Davis,10,169.27625915750914
Terrance Ferguson,7,118.3640268539049
Terrel Harris,3,29.768611111111113
Terrence Jones,8,152.71333741830065
Terrence Ross,23,546.0528946363085
Terry Rozier,11,320.1906969505349
Terry Taylor,4,39.99986772486773
Thabo Sefolosha,14,309.1809036105813
Thaddeus Young,22,533.95072512679
Thanasis Antetokounmpo,11,62.095734065556044
Theo Maledon,5,84.02599206349207
Theo Pinson,5,36.89115009746589
Thomas Bryant,10,178.89120670995672
Thomas Robinson,10,141.12864114114114
Thon Maker,11,127.67960925039873
Tiago Splitter,10,166.52280742002512
Tim Duncan,7,191.35147693920337
Tim Frazier,11,189.12803121931518
Tim Hardaway Jr.,23,627.8872627384512
Timofey Mozgov,10,171.56214460233036
Timothe Luwawu-Cabarrot,13,205.75894763618447
Tobias Harris,17,532.513853938741
Tomas Satoransky,12,259.1490299786204
Toney Douglas,9,144.60182189887533
Tony Allen,14,354.02116400735486
Tony Battie,2,18.875840336134456
Tony Bradley,7,62.00279100529101
Tony Parker,9,246.18876700969145
Tony Snell,16,311.7173069741435
Tony Wroten,3,58.457671957671955
Torrey Craig,12,225.07812866474342
Tosan Evbuomwan,1,33.05
Toumani Camara,1,24.629824561403506
Tracy McGrady,2,39.2743440860215
Trae Young,6,207.63077557181003
Travis Outlaw,6,103.08333333333333
Travis Wear,2,22.259523809523806
Trayce Jackson-Davis,1,16.59102564102564
Tre Jones,4,80.45558531746032
Tre Mann,6,106.78877281947261
Tremont Waters,2,17.902884615384615
Trendon Watford,5,80.8742380952381
Trent Forrest,4,45.70930134680135
Treveon Graham,6,103.90110452899927
Trevor Ariza,16,510.41368741195754
Trevor Booker,11,224.14338981694246
Trey Burke,11,215.07500822206467
Trey Jemison,1,24.703333333333333
Trey Lyles,16,278.3527307797735
Trey Murphy III,5,110.25472934472936
Tristan Thompson,20,463.0787566704455
Tristan Vukcevic,1,14.35
Troy Brown Jr.,14,248.56181408288992
Troy Daniels,12,130.31713620071685
Troy Murphy,4,60.26492374727669
Troy Williams,6,77.31924603174603
Ty Jerome,5,71.77178841991342
Ty Lawson,8,232.10069830607267
TyTy Washington Jr.,2,13.893888888888888
Tyler Cavanaugh,2,16.299134199134198
Tyler Cook,4,32.29225427350427
Tyler Dorsey,4,51.080416666666665
Tyler Ennis,6,73.2484142899584
Tyler Hansbrough,8,126.75490210576984
Tyler Herro,5,155.61353882875733
Tyler Johnson,15,363.78270892238817
Tyler Ulis,2,42.99972222222222
Tyler Zeller,10,145.1023068957115
Tyreke Evans,16,451.80275399571275
Tyrese Haliburton,6,204.05175334168754
Tyrese Maxey,4,119.77793706660978
Tyrone Wallace,6,93.53511747913922
Tyrus Thomas,5,79.81484749455338
Tyshawn Taylor,2,13.641897233201583
Tyson Chandler,11,272.6474160099816
Tyus Jones,9,181.68965489942698
Udoka Azubuike,4,32.338522670140314
Udonis Haslem,22,288.4435584986293
Usman Garuba,3,19.030873015873016
Vander Blue,2,9.733333333333334
Vasilije Micic,2,37.08162055335968
Vernon Carey Jr.,3,11.429861111111112
Victor Claver,6,66.2143253968254
Victor Oladipo,13,383.1787313224215
Victor Wembanyama,2,61.209375
Vince Carter,18,398.9063805268962
Vince Williams Jr.,2,36.58465608465609
Vit Krejci,4,64.20333333333333
Vitor Faverani,1,11.787179487179486
Vladimir Radmanovic,3,34.605517676767676
Vlatko Cancar,4,37.45504385964912
Von Wafer,2,21.587192982456138
Wade Baldwin IV,3,22.203703703703702
Walker Kessler,2,46.30354449472097
Walt Lemon Jr.,2,34.708333333333336
Wayne Ellington,20,417.43962966664395
Wayne Selden,9,132.19722222222222
Wendell Carter Jr.,8,204.66645114942528
Wendell Moore Jr.,2,6.986458333333333
Wenyen Gabriel,10,134.63032407407408
Wes Iwundu,10,175.24564393939394
Wesley Johnson,13,277.165701678805
Wesley Matthews,25,690.8897219915317
Will Barton,24,560.9613121457782
Will Bynum,5,76.43262391913287
Willie Cauley-Stein,13,273.0852579065822
Willie Green,5,88.67606043992558
Willie Reed,4,39.976611990950225
Willy Hernangomez,10,133.3255787538782
Wilson Chandler,15,388.39892654567655
Xavier Cooks,1,12.058333333333334
Xavier Henry,8,114.39386661097187
Xavier Moon,3,17.830952380952382
Xavier Tillman,10,148.4617746570832
Yogi Ferrell,6,102.08569518716577
Yuta Watanabe,9,99.24815002449677
Zach Collins,8,161.9526989348371
Zach LaVine,13,420.432894824096
Zach Randolph,11,326.0949885228933
Zavier Simpson,2,76.30000000000001
Zaza Pachulia,9,188.34557387853025
Zeke Nnaji,8,98.19327004379636
Zhaire Smith,2,29.21388888888889
Ziaire Williams,6,108.97789226726726
Zion Williamson,4,124.82955357691665
Zoran Dragic,2,13.579166666666667
Zydrunas Ilgauskas,1,16.574836601307187
