personName,position,fieldGoalsMade,fieldGoalsAttempted,fieldGoalsPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,reboundsOffensive,reboundsDefensive,reboundsTotal,assists,steals,blocks,turnovers,foulsPersonal,points,plusMinusPoints
Emeka Okafor,C,328,687,47.74381368267831,0,0,0.0,109,191,57.06806282722513,199,493,692,93,45,77,107,145,765,-48
Emmanuel Mudiay,G,151,329,45.8966565349544,30,87,34.48275862068966,66,87,75.86206896551724,18,108,126,120,25,10,77,73,398,-51
Enes Freedom,"C, F",2503,4628,54.083837510803804,36,123,29.268292682926827,1096,1428,76.75070028011206,1555,2435,3990,385,215,254,799,1171,6138,-166
Eric Bledsoe,G,1421,3168,44.85479797979798,294,864,34.02777777777778,1073,1322,81.16490166414523,172,905,1077,1345,354,111,761,533,4209,-132
Eric Gordon,"G, F",274,618,44.336569579288025,150,397,37.78337531486146,51,64,79.6875,16,106,122,139,66,30,73,79,749,131
Eric Paschall,"F, C",114,235,48.51063829787234,40,108,37.03703703703704,66,86,76.74418604651163,30,76,106,36,9,5,27,51,334,-29
Ersan Ilyasova,"F, C",469,1083,43.3056325023084,176,478,36.82008368200837,179,237,75.52742616033755,169,465,634,153,77,33,131,283,1293,-75
Eugene Omoruyi,"C, F",125,261,47.89272030651341,21,77,27.27272727272727,49,77,63.63636363636363,57,80,137,46,41,5,37,108,320,-149
Evan Fournier,"F, G",2530,5603,45.15438158129573,895,2382,37.573467674223345,1094,1348,81.15727002967358,189,1082,1271,1300,418,60,784,1089,7049,-714
Evan Turner,"F, G",1982,4575,43.322404371584696,205,686,29.88338192419825,768,985,77.96954314720811,278,2062,2340,1552,349,127,840,993,4937,-733
Francisco Elson,F,55,116,47.41379310344828,0,0,0.0,26,31,83.87096774193549,35,81,116,34,22,15,33,84,136,-73
Francisco Garcia,"F, G",370,909,40.7040704070407,159,464,34.26724137931034,101,120,84.16666666666667,42,258,300,145,119,117,87,265,1000,-325
Frank Kaminsky,"F, C",295,630,46.82539682539682,77,224,34.375,116,170,68.23529411764706,82,323,405,167,36,34,64,159,783,86
Frank Mason III,G,224,573,39.09249563699825,47,155,30.32258064516129,138,179,77.09497206703911,39,146,185,243,50,14,106,113,633,-199
Franz Wagner,"F, G",1526,3189,47.851991219818125,320,965,33.160621761658035,731,860,85.0,226,840,1066,783,221,79,423,515,4103,10
Fred VanVleet,"G, F",2053,5108,40.191855912294436,1000,2684,37.257824143070046,984,1132,86.92579505300353,174,1211,1385,2199,562,169,697,882,6090,1467
Freddie Gillespie,"C, F",53,106,50.0,0,1,0.0,26,40,65.0,55,78,133,14,16,29,17,61,132,-107
Furkan Aldemir,"C, F",40,78,51.28205128205128,0,5,0.0,13,27,48.148148148148145,78,98,176,28,17,16,17,96,93,-102
Furkan Korkmaz,"F, G",778,1917,40.58424621804904,405,1138,35.58875219683655,283,372,76.0752688172043,85,561,646,391,178,43,214,329,2244,328
Garrett Temple,"F, G",837,2065,40.53268765133172,337,943,35.73700954400849,318,429,74.12587412587412,183,693,876,705,350,114,373,743,2329,-732
Garrison Mathews,"F, G",121,293,41.29692832764505,95,244,38.9344262295082,115,129,89.14728682170544,22,89,111,36,37,8,18,138,452,-100
Gary Clark,F,71,206,34.46601941747573,52,168,30.952380952380953,11,13,84.61538461538461,59,125,184,36,17,22,25,60,205,-172
Gary Forbes,G,112,271,41.32841328413284,29,83,34.93975903614458,66,91,72.52747252747253,27,75,102,54,24,4,54,56,319,-60
Gary Harris,"G, F",578,1346,42.94205052005943,310,791,39.19089759797724,186,218,85.3211009174312,89,254,343,300,164,42,143,330,1652,-383
Gary Neal,"G, F",894,2040,43.8235294117647,342,857,39.90665110851809,245,297,82.49158249158249,57,483,540,389,104,9,236,371,2375,148
Gary Payton II,"F, G",77,165,46.666666666666664,23,65,35.38461538461539,8,12,66.66666666666666,37,84,121,74,52,9,33,85,185,-104
Gary Trent Jr.,"G, F",1748,4144,42.181467181467184,835,2166,38.55032317636196,543,663,81.90045248868778,134,681,815,512,408,71,243,528,4874,-194
George Hill,G,824,1762,46.76503972758229,260,645,40.310077519379846,507,615,82.4390243902439,85,459,544,589,178,49,275,373,2415,282
Georges Niang,F,876,1984,44.153225806451616,567,1397,40.58697208303508,154,177,87.00564971751412,101,686,787,320,116,46,220,584,2473,349
Georgios Kalaitzakis,"F, G",26,56,46.42857142857143,8,22,36.36363636363637,10,21,47.61904761904761,2,11,13,12,10,1,16,11,70,-85
Gerald Green,"G, F",772,1784,43.27354260089686,341,897,38.01560758082497,294,350,84.0,81,380,461,213,112,54,249,365,2179,41
Gerald Henderson,"G, F",466,1082,43.068391866913124,109,309,35.275080906148865,245,311,78.77813504823152,64,332,396,187,79,34,130,216,1286,-282
Gerald Wallace,"F, C",337,699,48.21173104434907,53,178,29.775280898876407,194,251,77.29083665338645,102,350,452,172,108,40,136,170,921,272
Gilbert Arenas,G,269,734,36.64850136239782,97,327,29.66360856269113,120,153,78.43137254901961,22,167,189,274,74,21,177,188,755,-16
Glen Davis,"F, C",671,1524,44.028871391076116,6,26,23.076923076923077,275,398,69.09547738693468,249,610,859,187,121,62,198,305,1623,-210
Glen Rice,F,14,52,26.923076923076923,6,24,25.0,9,13,69.23076923076923,6,18,24,9,6,1,11,18,43,-9
Glenn Robinson III,"F, G",104,227,45.81497797356828,29,84,34.523809523809526,36,43,83.72093023255815,37,77,114,39,16,6,24,51,273,-128
Goga Bitadze,C,168,282,59.57446808510638,4,26,15.384615384615385,69,105,65.71428571428571,145,229,374,100,39,88,54,137,409,37
Goran Dragic,G,1439,3028,47.523117569352706,308,876,35.15981735159817,726,979,74.15730337078652,206,562,768,1385,319,64,636,638,3912,-120
Gordon Hayward,"G, F",2769,6235,44.41058540497193,704,1902,37.013669821240796,1973,2411,81.83326420572376,390,1823,2213,1804,539,216,1074,944,8215,115
Gorgui Dieng,C,74,172,43.02325581395349,28,97,28.865979381443296,30,37,81.08108108108108,39,110,149,72,13,16,42,75,206,-210
Gradey Dick,"G, F",189,445,42.47191011235955,88,241,36.51452282157676,44,51,86.27450980392157,27,105,132,68,34,2,50,87,510,-378
Grant Hill,F,600,1276,47.02194357366771,59,167,35.32934131736527,296,366,80.87431693989072,106,403,509,307,105,64,199,272,1555,158
Grayson Allen,"F, G",407,860,47.325581395348834,237,544,43.56617647058824,174,207,84.05797101449275,51,267,318,252,75,51,128,204,1225,146
Greg Brown III,F,92,218,42.201834862385326,20,68,29.411764705882355,49,77,63.63636363636363,40,114,154,38,30,29,42,103,253,-246
Greg Monroe,"C, F",194,352,55.11363636363637,1,5,20.0,80,125,64.0,127,221,348,77,31,16,74,114,469,-223
Greivis Vasquez,"G, F",573,1383,41.431670281995665,242,640,37.8125,145,174,83.33333333333334,42,347,389,625,77,15,247,320,1533,237
Gustavo Ayon,F,67,125,53.6,0,0,0.0,19,38,50.0,40,100,140,59,13,13,38,83,153,-65
Hakim Warrick,F,302,626,48.242811501597444,2,21,9.523809523809524,288,393,73.2824427480916,119,269,388,99,40,12,115,135,894,-309
Hamidou Diallo,"G, F",351,760,46.18421052631579,32,122,26.229508196721312,157,254,61.811023622047244,121,310,431,131,91,31,124,262,891,-143
Harrison Barnes,F,1937,4102,47.22086786933203,678,1752,38.6986301369863,1321,1604,82.356608478803,398,1543,1941,826,267,61,473,506,5873,-355
Harry Giles III,C,356,696,51.14942528735632,8,31,25.806451612903224,112,167,67.06586826347305,140,403,543,174,61,53,137,323,832,-313
Hasheem Thabeet,C,85,147,57.82312925170068,0,0,0.0,46,78,58.97435897435898,93,177,270,12,35,77,63,210,216,62
Hassan Whiteside,C,789,1283,61.496492595479346,4,8,50.0,314,497,63.17907444668008,501,1152,1653,124,60,360,218,462,1896,242
Hassani Gravett,G,18,38,47.368421052631575,11,26,42.30769230769231,3,4,75.0,1,20,21,20,5,1,9,13,50,-2
Hedo Turkoglu,F,545,1279,42.61141516810008,219,592,36.99324324324324,176,257,68.48249027237354,73,508,581,599,124,52,286,397,1485,352
Henry Sims,"C, F",350,731,47.8796169630643,4,23,17.391304347826086,188,244,77.04918032786885,203,337,540,126,62,43,132,219,892,-451
Hilton Armstrong,C,31,64,48.4375,1,3,33.33333333333333,14,23,60.86956521739131,39,75,114,10,15,16,25,75,77,-91
Hollis Thompson,"G, F",731,1754,41.67616875712657,357,917,38.93129770992366,197,278,70.86330935251799,195,606,801,283,160,68,211,527,2016,-1160
Ian Mahinmi,C,354,673,52.60029717682021,8,44,18.181818181818183,245,377,64.9867374005305,308,500,808,146,127,126,200,518,961,-69
Ibou Badji,C,14,22,63.63636363636363,0,0,0.0,6,12,50.0,20,31,51,13,3,20,15,46,34,-90
Ignas Brazdeikis,F,116,270,42.96296296296296,38,115,33.04347826086956,29,44,65.9090909090909,33,82,115,53,14,6,28,70,299,-194
Iman Shumpert,F,133,348,38.2183908045977,74,202,36.633663366336634,34,41,82.92682926829268,19,110,129,91,47,20,38,92,374,-43
Immanuel Quickley,G,236,559,42.21824686940966,107,271,39.48339483394834,127,151,84.10596026490066,12,170,182,257,34,7,70,75,706,-155
Isaac Bonga,F,151,328,46.03658536585366,39,122,31.967213114754102,79,101,78.21782178217822,93,202,295,103,64,33,82,229,420,-100
Isaiah Canaan,G,456,1234,36.95299837925446,282,785,35.92356687898089,244,290,84.13793103448276,38,283,321,344,99,16,188,270,1438,-662
Isaiah Joe,"G, F",556,1303,42.67075978511129,392,988,39.67611336032389,174,207,84.05797101449275,71,376,447,242,120,37,116,273,1678,590
Isaiah Roby,"C, F",440,908,48.458149779735685,94,268,35.07462686567165,185,274,67.51824817518248,185,483,668,216,106,78,188,325,1159,-736
Isaiah Thomas,G,1513,3447,43.893240498984625,486,1304,37.26993865030675,999,1166,85.67753001715266,161,555,716,1356,271,30,624,655,4511,-336
Isaiah Todd,F,10,45,22.22222222222222,5,26,19.230769230769234,4,8,50.0,5,19,24,8,5,2,6,8,29,-31
Ish Smith,G,1168,2785,41.93895870736086,165,501,32.93413173652694,238,368,64.67391304347827,157,809,966,1448,291,101,490,448,2739,-682
Ish Wainright,F,132,355,37.183098591549296,83,252,32.93650793650794,35,45,77.77777777777779,75,132,207,69,62,29,37,174,382,127
JJ Hickson,"C, F",626,1182,52.96108291032149,0,5,0.0,287,446,64.34977578475336,416,792,1208,140,83,88,224,257,1539,-487
JJ Redick,"G, F",1563,3519,44.41602728047741,749,1852,40.442764578833696,795,887,89.62795941375423,62,684,746,902,152,37,430,494,4670,647
JaKarr Sampson,"G, F, C",276,629,43.87917329093799,42,171,24.561403508771928,135,207,65.21739130434783,86,284,370,116,57,64,135,274,729,-509
JaVale McGee,C,921,1612,57.13399503722084,3,19,15.789473684210526,322,541,59.51940850277264,559,1072,1631,124,102,396,307,579,2167,-434
Jabari Walker,"F, C",317,707,44.837340876944836,57,195,29.230769230769234,163,216,75.46296296296296,199,440,639,105,52,35,95,242,854,-453
Jaden Springer,G,64,154,41.55844155844156,10,42,23.809523809523807,34,42,80.95238095238095,32,42,74,43,32,16,30,64,172,-77
Jae Crowder,F,848,2128,39.849624060150376,496,1419,34.95419309372797,313,418,74.88038277511961,140,982,1122,425,230,97,227,531,2505,983
Jahlil Okafor,"C, F",643,1261,50.99127676447264,1,6,16.666666666666664,241,356,67.69662921348315,207,415,622,124,42,112,218,269,1528,-837
Jahmi'us Ramsey,G,57,137,41.605839416058394,16,59,27.11864406779661,17,25,68.0,10,35,45,21,12,2,15,28,147,-47
Jake Layman,"G, F",256,560,45.714285714285715,76,252,30.158730158730158,65,91,71.42857142857143,66,191,257,75,46,37,62,151,653,49
Jakob Poeltl,"C, F",1985,3144,63.13613231552163,2,4,50.0,515,958,53.75782881002088,1415,2191,3606,925,315,686,610,1303,4487,513
Jalen Harris,G,36,72,50.0,17,36,47.22222222222222,7,9,77.77777777777779,3,15,18,17,8,0,14,15,96,-1
Jalen McDaniels,F,125,312,40.06410256410257,24,101,23.762376237623762,55,71,77.46478873239437,37,118,155,56,36,11,43,103,329,-142
Jalen Smith,"F, C",85,187,45.45454545454545,13,56,23.214285714285715,45,59,76.27118644067797,62,114,176,10,7,22,29,68,228,39
Jalen Suggs,"G, F",720,1706,42.20398593200469,261,783,33.33333333333333,330,438,75.34246575342466,129,432,561,569,232,93,369,467,2031,-201
Jalen Williams,"F, G",950,1787,53.16172355903749,176,446,39.46188340807175,335,412,81.31067961165049,121,498,619,570,183,80,246,366,2411,330
Jamaal Magloire,C,17,45,37.77777777777778,0,0,0.0,7,27,25.925925925925924,25,88,113,6,4,10,22,66,41,33
Jamaal Tinsley,G,147,395,37.21518987341772,50,179,27.932960893854748,31,43,72.09302325581395,25,146,171,436,83,22,167,163,375,-75
Jamal Crawford,"G, F",457,1175,38.8936170212766,147,462,31.818181818181817,284,316,89.87341772151899,24,179,203,420,88,26,210,149,1345,-391
Jameer Nelson,G,1233,2971,41.501178054527095,463,1274,36.342229199372056,386,464,83.1896551724138,118,729,847,1670,236,19,649,646,3315,41
Jamel Artis,F,31,79,39.24050632911392,8,29,27.586206896551722,7,12,58.333333333333336,4,34,38,18,2,3,8,11,77,-6
James Anderson,"G, F",484,1175,41.191489361702125,180,562,32.028469750889684,159,214,74.29906542056075,93,409,502,258,109,52,198,274,1307,-538
James Ennis III,F,309,685,45.10948905109489,111,309,35.92233009708738,165,208,79.32692307692307,137,339,476,139,70,36,105,260,894,-88
James Harden,"G, F",1093,2441,44.77673084801311,434,1175,36.93617021276596,1080,1259,85.7823669579031,125,885,1010,1243,251,75,510,517,3700,1001
James Johnson,F,793,1641,48.32419256550883,58,223,26.00896860986547,268,410,65.3658536585366,243,695,938,417,220,265,348,585,1912,-360
Jan Vesely,F,222,424,52.358490566037744,0,2,0.0,53,131,40.458015267175576,197,287,484,85,80,68,109,327,497,-226
Jared Butler,G,174,384,45.3125,59,180,32.77777777777778,42,52,80.76923076923077,15,92,107,197,51,16,88,110,449,-60
Jared Dudley,"G, F",1363,2896,47.06491712707182,497,1254,39.633173843700156,552,742,74.39353099730458,378,1091,1469,793,352,92,431,803,3775,-54
Jared Sullinger,F,15,47,31.914893617021278,3,18,16.666666666666664,4,8,50.0,10,17,27,3,4,1,4,17,37,-29
Jarell Martin,F,43,104,41.34615384615385,20,57,35.08771929824561,9,11,81.81818181818183,11,62,73,18,3,8,11,51,115,31
Jarred Vanderbilt,"C, F",173,311,55.62700964630225,19,57,33.33333333333333,67,102,65.68627450980392,121,288,409,142,53,15,68,133,432,-68
Jarrett Jack,G,48,122,39.34426229508197,4,24,16.666666666666664,40,46,86.95652173913044,6,36,42,59,14,0,34,25,140,-54
Jason Collins,C,1,6,16.666666666666664,0,0,0.0,2,2,100.0,1,7,8,2,2,4,2,11,4,15
Jason Kapono,F,7,28,25.0,1,8,12.5,1,2,50.0,3,8,11,4,2,1,2,4,16,35
Jason Maxiell,"F, C",47,105,44.761904761904766,0,0,0.0,15,31,48.38709677419355,28,58,86,9,8,20,14,47,109,-89
Jason Richardson,"G, F",912,2166,42.10526315789473,379,1019,37.19332679097154,194,283,68.55123674911661,135,583,718,343,199,53,197,338,2397,276
Jason Smith,"C, F",478,984,48.577235772357724,49,136,36.029411764705884,118,151,78.1456953642384,146,421,567,125,58,137,138,396,1123,-144
Jason Thompson,"C, F",1366,2712,50.36873156342183,5,24,20.833333333333336,564,897,62.87625418060201,796,1787,2583,399,192,274,455,1118,3301,-630
Javon Freeman-Liberty,G,55,124,44.354838709677416,10,42,23.809523809523807,33,36,91.66666666666666,16,54,70,40,10,4,25,28,153,-159
Jaylen Hoard,F,103,210,49.047619047619044,9,39,23.076923076923077,42,68,61.76470588235294,65,116,181,45,24,10,29,45,257,-139
Jaylin Williams,"C, F",197,462,42.64069264069264,99,257,38.52140077821012,71,95,74.73684210526315,80,395,475,186,56,39,71,209,564,34
Jeenathan Williams,"F, G",24,39,61.53846153846154,3,8,37.5,2,3,66.66666666666666,10,5,15,10,3,2,4,13,53,-38
Jeff Ayres,C,156,269,57.99256505576208,0,0,0.0,65,91,71.42857142857143,126,249,375,74,21,33,89,206,377,65
Jeff Green,F,891,2058,43.29446064139942,254,801,31.7103620474407,525,618,84.9514563106796,167,711,878,327,132,83,279,451,2561,-459
Jeff Withey,C,142,265,53.58490566037736,0,3,0.0,79,107,73.83177570093457,108,186,294,27,37,85,42,127,363,35
Jerami Grant,"C, F, G",1997,4321,46.21615366813238,529,1456,36.332417582417584,1268,1777,71.35621834552617,458,1516,1974,698,315,538,592,1146,5791,-926
Jeremiah Robinson-Earl,"C, F",244,572,42.65734265734265,95,276,34.42028985507246,75,96,78.125,146,308,454,92,53,26,58,146,658,-248
Jeremy Evans,"F, C",337,591,57.021996615905245,2,10,20.0,130,190,68.42105263157895,227,359,586,105,84,112,77,271,806,-192
Jeremy Lamb,G,439,1046,41.96940726577438,151,441,34.24036281179138,136,159,85.53459119496856,51,323,374,194,87,42,107,223,1165,75
Jeremy Lin,G,58,155,37.41935483870968,11,55,20.0,34,42,80.95238095238095,6,54,60,50,9,6,26,48,161,-73
Jeremy Sochan,"F, G",590,1328,44.42771084337349,103,361,28.53185595567867,192,260,73.84615384615385,232,539,771,391,105,63,237,306,1475,-579
Jerian Grant,G,102,247,41.29554655870445,42,118,35.59322033898305,31,47,65.95744680851064,21,83,104,165,45,7,54,89,277,-151
Jermaine O'Neal,C,179,371,48.24797843665768,0,0,0.0,96,115,83.47826086956522,82,211,293,42,19,78,73,126,454,-132
Jermaine Taylor,G,78,164,47.5609756097561,12,40,30.0,16,22,72.72727272727273,25,28,53,30,12,3,40,35,184,-86
Jerome Robinson,"F, G",97,269,36.059479553903344,41,128,32.03125,45,58,77.58620689655173,12,95,107,66,27,15,42,88,280,-172
Jerryd Bayless,G,438,1038,42.19653179190752,146,387,37.72609819121447,272,331,82.17522658610272,50,258,308,423,83,14,218,298,1294,-419
Jevon Carter,G,195,466,41.84549356223176,118,297,39.73063973063973,27,34,79.41176470588235,46,164,210,155,76,26,48,142,535,19
Jianlian Yi,F,145,347,41.78674351585015,3,13,23.076923076923077,62,91,68.13186813186813,79,169,248,25,27,32,51,115,355,-221
Jimmer Fredette,G,446,1082,41.21996303142329,179,458,39.082969432314414,148,172,86.04651162790698,44,152,196,269,78,9,184,170,1219,-385
Jimmy Butler,"F, G",344,747,46.050870147255694,50,148,33.78378378378378,264,304,86.8421052631579,105,185,290,220,99,29,81,93,1002,221
Jock Landale,"F, C",279,541,51.571164510166355,50,173,28.901734104046245,113,146,77.3972602739726,182,236,418,113,26,44,90,179,721,124
Jodie Meeks,"G, F",714,1725,41.391304347826086,371,979,37.89581205311542,396,447,88.59060402684564,59,488,547,255,167,16,164,280,2195,42
Joe Ingles,"G, F",1904,4243,44.8739099693613,1141,2783,40.99892202659001,441,572,77.0979020979021,207,1849,2056,2416,587,95,994,1187,5390,1846
Joe Johnson,F,368,852,43.1924882629108,129,342,37.719298245614034,83,101,82.17821782178217,45,305,350,189,48,24,100,125,948,18
Joel Embiid,"C, F",3977,7897,50.36089654299101,509,1491,34.13816230717639,3608,4369,82.58182650492103,972,3860,4832,1573,397,720,1485,1327,12071,2553
Joel Freeland,C,209,455,45.934065934065934,0,2,0.0,59,81,72.8395061728395,190,328,518,65,32,56,74,255,477,-4
Joel Przybilla,C,43,82,52.4390243902439,0,0,0.0,24,41,58.536585365853654,57,202,259,19,9,30,44,129,110,-84
Joey Dorsey,"F, C",52,99,52.52525252525253,0,0,0.0,31,65,47.69230769230769,79,111,190,27,24,17,39,78,135,-13
Joffrey Lauvergne,C,209,434,48.15668202764977,27,83,32.53012048192771,67,105,63.8095238095238,114,240,354,92,27,9,73,116,512,-143
John Butler Jr.,F,17,53,32.075471698113205,8,35,22.857142857142858,3,4,75.0,3,14,17,11,7,9,1,22,45,-70
John Collins,"F, C",397,746,53.2171581769437,86,232,37.06896551724138,147,185,79.45945945945945,157,418,575,77,40,61,98,191,1027,-307
John Jenkins,"F, G",46,97,47.42268041237113,16,36,44.44444444444444,14,17,82.35294117647058,4,33,37,28,5,1,16,11,122,-62
John Lucas III,G,191,524,36.45038167938932,82,235,34.8936170212766,28,41,68.29268292682927,20,84,104,147,37,1,48,91,492,-261
John Salmons,"F, G",535,1370,39.05109489051095,195,542,35.97785977859779,154,207,74.39613526570048,73,431,504,466,135,51,184,344,1419,-256
John Wall,G,3942,9107,43.28538486878226,539,1663,32.411304870715576,2456,3144,78.11704834605598,330,2153,2483,5282,976,396,2191,1289,10879,148
Johnathan Williams,F,19,34,55.88235294117647,0,2,0.0,7,13,53.84615384615385,24,40,64,8,1,8,5,16,45,-39
Johnny Davis,"G, F",128,325,39.38461538461539,31,110,28.18181818181818,28,51,54.90196078431373,28,109,137,60,28,18,30,105,315,-204
Johnny Juzang,"G, F",86,214,40.18691588785047,47,140,33.57142857142857,12,18,66.66666666666666,15,60,75,31,8,5,16,42,231,-95
Jon Leuer,F,224,466,48.06866952789699,42,110,38.18181818181819,77,101,76.23762376237624,76,297,373,72,38,30,75,125,567,-65
Jonah Bolden,"C, F",84,173,48.554913294797686,34,100,34.0,15,31,48.38709677419355,50,124,174,40,20,41,38,109,217,-28
Jonas Jerebko,F,159,341,46.62756598240469,65,157,41.40127388535032,46,57,80.7017543859649,53,193,246,42,24,12,27,127,429,56
Jonas Valanciunas,C,2169,3878,55.930892212480664,40,108,37.03703703703704,1146,1456,78.70879120879121,1209,2752,3961,350,178,479,684,1307,5524,501
Jonathan Isaac,"F, C",641,1427,44.919411352487735,182,533,34.146341463414636,253,328,77.13414634146342,261,784,1045,182,202,280,182,343,1717,89
Jonathon Simmons,"F, G",786,1774,44.306651634723785,145,457,31.72866520787746,425,562,75.62277580071174,124,497,621,483,158,61,343,513,2142,-140
Jonny Flynn,G,34,90,37.77777777777778,8,25,32.0,18,25,72.0,7,24,31,68,3,1,27,15,94,-57
Jontay Porter,C,40,104,38.46153846153847,20,60,33.33333333333333,15,18,83.33333333333334,26,56,82,60,20,20,21,35,115,-72
Jordan Bell,F,7,20,35.0,0,2,0.0,0,0,0.0,6,13,19,5,3,3,3,5,14,-29
Jordan Clarkson,G,1968,4576,43.00699300699301,737,2218,33.22813345356177,712,843,84.46026097271648,264,835,1099,975,224,53,634,535,5385,619
Jordan Crawford,G,725,1803,40.21075984470327,162,545,29.724770642201836,317,387,81.91214470284238,97,283,380,449,122,13,306,222,1929,-659
Jordan Goodwin,G,233,549,42.4408014571949,61,199,30.65326633165829,78,98,79.59183673469387,97,226,323,246,81,35,86,139,605,-147
Jordan McRae,F,205,473,43.34038054968288,53,152,34.868421052631575,104,133,78.19548872180451,25,127,152,122,35,22,59,94,567,-58
Jordan Nwora,F,101,217,46.54377880184332,33,95,34.73684210526316,35,42,83.33333333333334,20,96,116,44,20,12,41,29,270,-183
Jordan Poole,G,490,1186,41.31534569983137,184,564,32.62411347517731,192,219,87.67123287671232,32,180,212,343,86,25,188,244,1356,-552
Jose Calderon,G,667,1471,45.34330387491502,195,499,39.078156312625254,195,223,87.4439461883408,63,405,468,1406,156,16,327,295,1724,-387
Josh Childress,"F, C",169,313,53.99361022364217,5,40,12.5,29,61,47.540983606557376,100,150,250,76,47,29,53,106,372,-191
Josh Giddey,G,1222,2635,46.37571157495256,214,690,31.01449275362319,262,348,75.28735632183908,357,1177,1534,1200,160,95,550,342,2920,-28
Josh Hall,F,30,99,30.303030303030305,4,37,10.81081081081081,22,44,50.0,6,53,59,28,4,1,25,37,86,-100
Josh Hart,"F, G",275,546,50.366300366300365,65,195,33.33333333333333,131,176,74.43181818181817,104,383,487,256,70,11,112,165,746,39
Josh Howard,F,202,523,38.623326959847034,16,66,24.242424242424242,104,144,72.22222222222221,57,175,232,74,45,15,73,125,524,-102
Josh Huestis,G,71,205,34.63414634146341,39,125,31.2,6,25,24.0,48,132,180,23,16,48,29,85,187,116
Josh Jackson,"G, F",753,1822,41.32821075740944,133,459,28.9760348583878,335,513,65.30214424951268,165,551,716,307,159,95,328,444,1974,-976
Josh McRoberts,F,60,153,39.21568627450981,17,55,30.909090909090907,22,30,73.33333333333333,41,96,137,70,10,12,28,65,159,-113
Josh Okogie,"F, G",248,620,40.0,95,291,32.64604810996563,215,294,73.12925170068027,183,222,405,169,104,58,99,182,806,112
Josh Richardson,"G, F",537,1243,43.20193081255028,199,546,36.446886446886445,202,238,84.87394957983193,87,266,353,348,114,53,194,240,1475,51
Joshua Primo,"F, G",110,296,37.16216216216216,45,149,30.201342281879196,51,68,75.0,34,92,126,99,21,25,68,87,316,-83
Jrue Holiday,G,1361,3121,43.60781800704902,237,640,37.03125,448,571,78.45884413309983,214,659,873,1446,346,79,645,510,3407,261
Juan Toscano-Anderson,F,34,89,38.20224719101123,5,27,18.51851851851852,8,9,88.88888888888889,18,59,77,44,7,4,19,45,81,-71
Juancho Hernangomez,"F, C, G",87,193,45.07772020725388,38,118,32.20338983050847,22,41,53.65853658536586,46,152,198,42,26,14,25,61,234,46
Julian Champagnie,"F, G",223,532,41.91729323308271,134,359,37.32590529247911,89,109,81.65137614678899,52,214,266,113,54,47,68,103,669,-215
Julian Wright,F,82,160,51.24999999999999,2,10,20.0,22,43,51.162790697674424,47,71,118,58,39,20,43,45,188,-25
Justin Anderson,F,162,364,44.505494505494504,55,175,31.428571428571427,60,79,75.9493670886076,55,134,189,59,28,14,42,99,439,-144
Justin Champagnie,F,66,148,44.5945945945946,23,73,31.506849315068493,21,24,87.5,57,72,129,31,18,13,18,47,176,-9
Justin Holiday,G,87,252,34.523809523809526,54,162,33.33333333333333,22,29,75.86206896551724,11,58,69,53,24,21,30,56,250,-98
Justin Jackson,"F, G",401,940,42.659574468085104,149,464,32.112068965517246,97,121,80.16528925619835,67,344,411,195,66,28,94,182,1048,-356
Justin Minaya,F,29,97,29.896907216494846,15,61,24.59016393442623,5,10,50.0,33,38,71,25,11,15,13,44,78,-101
Justise Winslow,"F, G",128,314,40.76433121019109,24,82,29.268292682926827,34,53,64.15094339622641,69,145,214,130,44,18,55,110,314,-48
Jusuf Nurkic,C,2148,4187,51.30164795796514,97,342,28.362573099415204,1098,1604,68.45386533665835,1111,2893,4004,1203,395,465,942,1340,5491,1229
KJ Martin,F,93,171,54.385964912280706,7,23,30.434782608695656,21,39,53.84615384615385,40,88,128,50,20,11,30,97,214,-3
KJ McDaniels,G,167,419,39.856801909307876,43,147,29.25170068027211,99,131,75.57251908396947,64,131,195,70,44,68,104,121,476,-242
KZ Okpala,F,16,38,42.10526315789473,7,21,33.33333333333333,7,8,87.5,7,27,34,13,7,7,7,39,46,-11
Kawhi Leonard,"F, G",2989,6039,49.494949494949495,641,1672,38.33732057416268,1631,1923,84.81539261570464,587,2363,2950,1123,829,313,679,793,8250,2762
Keegan Murray,F,797,1757,45.361411496869664,389,1012,38.43873517786561,165,205,80.48780487804879,195,596,791,227,140,101,124,367,2148,237
Keita Bates-Diop,"F, G",466,945,49.31216931216931,98,278,35.25179856115108,205,268,76.49253731343283,166,462,628,190,106,59,121,168,1235,-341
Keldon Johnson,"F, G",1756,3780,46.455026455026456,493,1376,35.82848837209303,777,1022,76.02739726027397,334,1287,1621,672,209,71,417,592,4782,-868
Keljin Blevins,F,39,131,29.770992366412212,23,80,28.749999999999996,6,11,54.54545454545454,19,36,55,23,15,1,22,37,107,-245
Kelly Olynyk,"C, F",554,1054,52.56166982922201,153,391,39.130434782608695,348,412,84.46601941747572,190,641,831,599,134,67,320,462,1609,-248
Kelly Oubre Jr.,"F, G",1729,3989,43.34419654048634,522,1606,32.50311332503114,852,1103,77.2438803263826,377,1407,1784,428,392,205,447,1096,4832,-528
Kendall Marshall,G,99,269,36.80297397769517,39,122,31.967213114754102,17,27,62.96296296296296,6,64,70,216,38,6,100,78,254,-299
