personName,position,fieldGoalsMade,fieldGoalsAttempted,fieldGoalsPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,reboundsOffensive,reboundsDefensive,reboundsTotal,assists,steals,blocks,turnovers,foulsPersonal,points,plusMinusPoints
Andre Drummond,C,128,238,53.78151260504202,0,2,0.0,42,82,51.21951219512195,136,297,433,97,56,45,79,121,298,-14
Andre Iguodala,"F, G",625,1391,44.93170381020848,137,374,36.63101604278075,329,496,66.33064516129032,117,651,768,761,208,68,253,201,1716,382
Andre Miller,G,596,1269,46.966115051221436,14,78,17.94871794871795,341,412,82.76699029126213,152,387,539,976,172,20,341,331,1547,210
Andre Roberson,"G, F",571,1197,47.702589807852966,111,435,25.517241379310345,123,263,46.7680608365019,355,860,1215,261,265,198,183,654,1376,722
Andrea Bargnani,"F, C",904,2083,43.39894383101296,149,461,32.32104121475054,503,600,83.83333333333334,124,519,643,218,73,84,275,276,2460,-473
Andrei Kirilenko,F,253,542,46.678966789667896,36,98,36.734693877551024,208,270,77.03703703703704,100,227,327,192,81,74,117,113,750,-33
Andres Nocioni,F,123,297,41.41414141414141,43,124,34.67741935483871,55,72,76.38888888888889,20,163,183,46,15,16,52,104,344,-160
Andrew Nicholson,"F, C, G",695,1483,46.86446392447741,85,260,32.69230769230769,195,253,77.07509881422925,184,646,830,123,69,95,206,440,1670,-428
Anfernee Simons,G,1590,3679,43.21826583310682,752,1946,38.643371017471736,557,638,87.3040752351097,108,676,784,928,140,43,484,590,4489,-748
Anthony Black,G,115,247,46.558704453441294,37,94,39.361702127659576,49,80,61.25000000000001,33,106,139,91,35,21,56,110,316,-33
Anthony Gill,"F, C",238,461,51.62689804772235,35,120,29.166666666666668,133,171,77.77777777777779,123,206,329,106,35,38,64,203,644,36
Anthony Morrow,"F, G",507,1171,43.29632792485055,255,648,39.351851851851855,131,154,85.06493506493507,61,225,286,103,98,18,61,239,1400,289
Anthony Tolliver,"F, C",231,576,40.10416666666667,150,410,36.58536585365854,84,115,73.04347826086956,89,323,412,121,53,33,95,196,696,-250
Antonio McDyess,"C, F",169,344,49.127906976744185,0,1,0.0,52,77,67.53246753246754,122,273,395,84,36,39,72,163,390,134
Archie Goodwin,G,331,790,41.89873417721519,40,176,22.727272727272727,228,331,68.8821752265861,79,224,303,182,65,33,192,184,930,-460
Armoni Brooks,"F, G",11,38,28.947368421052634,10,36,27.77777777777778,2,2,100.0,8,14,22,13,7,3,4,14,34,-11
Arnett Moultrie,C,94,172,54.65116279069767,0,0,0.0,22,33,66.66666666666666,87,93,180,12,25,14,26,65,210,-142
Aron Baynes,"C, F",591,1211,48.80264244426094,87,276,31.521739130434785,201,253,79.44664031620553,336,669,1005,188,46,78,208,522,1470,34
Arron Afflalo,"G, F",1205,2725,44.22018348623853,325,851,38.190364277320796,610,725,84.13793103448276,80,679,759,590,109,31,380,492,3345,-963
Ashton Hagans,G,29,71,40.845070422535215,8,25,32.0,14,17,82.35294117647058,14,31,45,54,11,9,30,40,80,-4
Austin Daye,"F, C",64,183,34.97267759562842,31,94,32.97872340425532,10,14,71.42857142857143,11,77,88,17,12,7,23,48,169,-40
Austin Rivers,G,76,194,39.175257731958766,33,106,31.132075471698112,25,46,54.347826086956516,10,61,71,58,18,10,36,72,210,-26
Ben McLemore,"G, F",1234,2987,41.31235353197188,535,1501,35.64290473017988,469,599,78.29716193656094,152,721,873,415,247,66,455,793,3472,-724
Ben Simmons,"G, F",1784,3188,55.95984943538268,5,34,14.705882352941178,809,1354,59.74889217134417,523,1694,2217,2127,464,199,925,777,4382,895
Ben Uzoh,G,33,94,35.1063829787234,0,1,0.0,11,19,57.89473684210527,17,46,63,59,16,3,19,30,77,9
Beno Udrih,G,509,1062,47.92843691148776,86,235,36.59574468085106,257,298,86.24161073825503,58,270,328,550,119,10,196,232,1361,-406
Bilal Coulibaly,"F, G",188,432,43.51851851851852,64,185,34.5945945945946,92,131,70.22900763358778,56,200,256,110,57,48,87,137,532,-419
Bismack Biyombo,"C, F",730,1342,54.396423248882265,0,2,0.0,436,766,56.919060052219315,640,1495,2135,250,96,436,330,776,1896,-594
Blake Wesley,G,171,430,39.76744186046511,32,107,29.906542056074763,78,122,63.934426229508205,30,146,176,264,54,14,120,156,452,-342
Boban Marjanovic,C,180,294,61.224489795918366,4,8,50.0,113,150,75.33333333333333,105,202,307,53,17,33,51,87,477,65
Bobby Portis,"C, F",157,357,43.977591036414566,48,119,40.33613445378151,38,47,80.85106382978722,63,179,242,43,24,12,45,84,400,13
Bogdan Bogdanovic,"F, G",1042,2401,43.398583923365265,427,1142,37.39054290718038,320,397,80.60453400503779,97,576,673,732,208,46,344,447,2831,-445
Bojan Bogdanovic,F,1353,3022,44.771674387822635,595,1501,39.640239840106595,777,878,88.49658314350796,151,765,916,408,123,16,443,388,4078,932
Bol Bol,"F, C",354,629,56.27980922098569,52,165,31.515151515151512,97,127,76.37795275590551,101,441,542,86,40,110,131,134,857,-133
Boris Diaw,"F, C",1160,2322,49.956933677863915,182,522,34.86590038314176,274,369,74.25474254742548,345,1059,1404,1028,190,118,543,670,2776,1183
Brad Wanamaker,G,2,5,40.0,0,0,0.0,3,3,100.0,0,4,4,7,2,0,0,3,7,12
Bradley Beal,"G, F",6001,12970,46.26831148804935,1615,4305,37.51451800232288,2738,3330,82.22222222222221,655,2414,3069,3237,824,311,1839,1669,16355,429
Brandan Wright,C,120,207,57.971014492753625,0,3,0.0,40,60,66.66666666666666,70,124,194,23,32,47,16,54,280,-72
Brandon Bass,"F, C",332,645,51.47286821705427,0,2,0.0,190,233,81.54506437768241,134,290,424,57,27,52,97,159,854,157
Brandon Davies,F,103,247,41.70040485829959,9,40,22.5,55,86,63.95348837209303,73,109,182,56,41,12,60,146,270,-168
Brandon Jennings,G,88,267,32.958801498127336,38,130,29.230769230769234,42,57,73.68421052631578,19,75,94,208,33,5,57,65,256,7
Brandon Knight,G,631,1563,40.37108125399872,186,557,33.39317773788151,312,366,85.24590163934425,63,280,343,442,94,26,288,232,1760,-570
Brandon Paul,F,55,127,43.30708661417323,15,54,27.77777777777778,22,43,51.162790697674424,6,62,68,37,25,7,29,58,147,-9
Brandon Roy,G,209,523,39.961759082217974,38,114,33.33333333333333,117,138,84.78260869565217,28,93,121,129,37,12,55,76,573,81
Brandon Williams,G,105,282,37.234042553191486,31,106,29.245283018867923,68,97,70.10309278350515,19,55,74,94,24,10,58,52,309,-272
Brice Sensabaugh,F,85,218,38.99082568807339,34,115,29.565217391304348,37,41,90.2439024390244,16,86,102,55,13,6,47,43,241,-173
Bruce Brown,"F, G",129,268,48.134328358208954,20,63,31.746031746031743,50,60,83.33333333333334,28,102,130,92,24,9,45,67,328,-311
Bruno Caboclo,F,20,71,28.169014084507044,8,33,24.242424242424242,5,6,83.33333333333334,14,22,36,9,7,7,14,17,53,-23
Bryn Forbes,"G, F",976,2264,43.109540636042404,493,1226,40.2120717781403,241,295,81.69491525423729,48,513,561,427,124,9,218,442,2686,-193
Buddy Hield,"G, F",2489,5769,43.14439244236436,1330,3312,40.15700483091788,584,675,86.51851851851852,333,1474,1807,1076,367,130,752,903,6892,-552
C.J. Watson,G,143,385,37.142857142857146,46,153,30.065359477124183,91,105,86.66666666666667,26,129,155,202,62,7,72,133,423,-237
CJ Elleby,"F, G",146,374,39.037433155080215,44,160,27.500000000000004,71,99,71.71717171717171,77,182,259,97,41,22,61,143,407,-363
CJ McCollum,"G, F",4110,9068,45.32421702690781,1297,3272,39.63936430317848,1193,1455,81.99312714776632,353,1572,1925,1892,492,222,970,1210,10710,890
CJ Miles,"F, G",859,2228,38.55475763016158,373,1115,33.45291479820628,398,493,80.73022312373224,115,488,603,293,185,91,210,553,2489,240
Caleb Houstan,"G, F",146,388,37.628865979381445,118,329,35.86626139817629,36,44,81.81818181818183,62,121,183,59,27,11,34,124,446,-114
Caleb Swanigan,"F, C",70,160,43.75,2,17,11.76470588235294,27,44,61.36363636363637,59,159,218,56,14,11,73,127,169,-116
Cam Reddish,"F, G",78,176,44.31818181818182,28,88,31.818181818181817,35,42,83.33333333333334,11,46,57,37,24,6,32,40,219,-182
Cameron Johnson,"F, G",740,1668,44.36450839328538,434,1097,39.56244302643574,221,263,84.03041825095056,138,586,724,280,145,58,129,315,2135,498
Cameron Payne,G,916,2170,42.21198156682028,331,890,37.19101123595506,224,267,83.89513108614233,83,544,627,981,183,61,350,495,2387,427
Carl Landry,"C, F",598,1163,51.41874462596733,6,16,37.5,359,473,75.8985200845666,290,434,724,113,60,47,167,360,1561,-562
Carmelo Anthony,F,663,1559,42.52726106478512,220,551,39.92740471869328,273,315,86.66666666666667,103,479,582,189,95,65,161,315,1819,-5
Caron Butler,F,25,59,42.3728813559322,3,18,16.666666666666664,10,12,83.33333333333334,5,17,22,10,9,1,3,19,63,-41
Cartier Martin,"G, F",226,568,39.7887323943662,126,320,39.375,59,87,67.81609195402298,43,189,232,48,48,14,61,145,637,4
Cason Wallace,"F, G",217,442,49.095022624434385,98,234,41.88034188034188,29,37,78.37837837837837,52,135,187,120,76,37,45,129,561,127
Cedi Osman,F,184,384,47.91666666666667,86,221,38.91402714932127,35,52,67.3076923076923,25,155,180,119,36,11,47,107,489,-353
Chandler Hutchison,G,35,87,40.229885057471265,7,19,36.84210526315789,21,25,84.0,5,58,63,15,11,5,19,25,98,-54
Channing Frye,"F, C",1221,2893,42.20532319391635,606,1601,37.85134291068083,290,340,85.29411764705883,259,1483,1742,421,216,271,333,955,3338,371
Charles Bassey,C,146,222,65.76576576576578,3,13,23.076923076923077,36,55,65.45454545454545,120,211,331,76,29,67,64,137,331,-112
Charles Jenkins,G,14,38,36.84210526315789,0,0,0.0,2,4,50.0,3,8,11,16,6,1,2,4,30,5
Charlie Brown Jr.,"G, F",22,77,28.57142857142857,6,30,20.0,18,20,90.0,17,31,48,14,12,5,11,35,68,-34
Chasson Randle,G,195,480,40.625,96,260,36.92307692307693,93,122,76.22950819672131,17,126,143,177,50,9,92,166,579,-381
Cheick Diallo,C,92,142,64.7887323943662,1,3,33.33333333333333,34,39,87.17948717948718,30,101,131,22,11,12,32,55,219,-47
Chet Holmgren,C,505,953,52.99055613850997,129,349,36.96275071633238,218,275,79.27272727272727,129,519,648,200,53,190,131,197,1357,423
Chimezie Metu,"F, C",532,1077,49.396471680594246,94,316,29.746835443037973,217,280,77.5,157,667,824,170,115,88,174,293,1375,-172
Chris Boucher,"C, F",1102,2258,48.804251550044285,301,902,33.370288248337026,605,777,77.86357786357786,638,1221,1859,168,173,359,192,696,3110,382
Chris Duarte,G,80,210,38.095238095238095,44,127,34.645669291338585,26,33,78.78787878787878,26,80,106,44,28,8,26,80,230,-67
Chris Duhon,G,134,332,40.36144578313253,63,171,36.84210526315789,31,46,67.3913043478261,23,131,154,269,51,11,142,101,362,-14
Chris Johnson,"G, F",140,359,38.99721448467967,50,176,28.40909090909091,69,86,80.23255813953489,52,169,221,58,57,39,70,175,399,-62
Chris Kaman,C,303,592,51.182432432432435,1,4,25.0,75,105,71.42857142857143,156,352,508,76,19,55,116,155,682,-38
Chris Paul,G,1530,3170,48.26498422712934,374,1022,36.59491193737769,724,822,88.07785888077859,100,1095,1195,2320,422,72,584,584,4158,1184
Chris Singleton,F,233,620,37.58064516129032,58,182,31.868131868131865,88,139,63.30935251798561,112,360,472,92,117,57,100,325,612,-300
Christian Koloko,C,72,150,48.0,1,12,8.333333333333332,37,59,62.71186440677966,84,87,171,31,21,57,20,128,182,156
Chuck Hayes,"C, F",235,536,43.843283582089555,0,4,0.0,82,123,66.66666666666666,272,522,794,244,111,51,135,357,552,-94
Chuma Okeke,"F, G",434,1133,38.305383936451896,216,680,31.76470588235294,105,133,78.94736842105263,133,571,704,276,173,82,128,202,1189,-685
Cole Anthony,G,1185,2837,41.76947479732112,358,1044,34.2911877394636,657,772,85.10362694300518,181,987,1168,1032,177,103,493,602,3385,-469
Collin Sexton,G,743,1506,49.33598937583001,176,447,39.37360178970917,481,569,84.53427065026362,108,202,310,521,89,24,250,266,2143,-171
Corey Brewer,"G, F",119,271,43.91143911439114,37,112,33.035714285714285,63,85,74.11764705882354,48,97,145,65,74,13,32,126,338,39
Corey Kispert,"G, F",911,1893,48.12466983623877,459,1184,38.766891891891895,243,307,79.15309446254072,116,525,641,329,109,47,203,331,2524,-531
Cory Joseph,"G, F",1244,2764,45.00723589001447,202,616,32.7922077922078,536,690,77.68115942028986,252,856,1108,1263,324,101,477,732,3226,183
Craig Brackins,F,13,49,26.53061224489796,3,14,21.428571428571427,1,2,50.0,7,12,19,9,1,1,4,9,30,-62
D.J. Augustin,G,1063,2526,42.082343626286615,469,1226,38.25448613376835,700,816,85.7843137254902,120,590,710,1348,201,9,501,462,3295,-340
D.J. Wilson,F,15,21,71.42857142857143,2,4,50.0,8,10,80.0,2,16,18,7,5,3,2,7,40,-14
DaQuan Jeffries,F,44,97,45.36082474226804,14,46,30.434782608695656,11,13,84.61538461538461,12,35,47,13,11,5,10,42,113,26
Daequan Cook,G,188,477,39.41299790356394,144,382,37.696335078534034,30,42,71.42857142857143,20,174,194,35,36,12,33,120,550,159
Dakari Johnson,C,22,39,56.41025641025641,0,0,0.0,11,20,55.00000000000001,16,18,34,8,6,8,3,27,55,33
Dakota Mathias,"G, F",19,48,39.58333333333333,8,26,30.76923076923077,2,6,33.33333333333333,1,6,7,13,1,3,1,7,48,-31
Dalano Banton,"G, F",321,781,41.101152368758,85,285,29.82456140350877,121,168,72.02380952380952,78,234,312,243,69,40,138,146,848,-242
Damian Jones,C,264,401,65.83541147132169,21,48,43.75,132,186,70.96774193548387,127,281,408,108,41,78,94,223,681,-281
Damian Lillard,G,6281,14299,43.926148681726,2387,6410,37.238689547581906,4427,4946,89.50667205822887,469,2784,3253,5151,732,239,2186,1477,19376,1972
Damien Wilkins,"G, F",145,316,45.88607594936709,17,51,33.33333333333333,81,109,74.31192660550458,32,73,105,91,37,18,49,98,388,-137
Damion James,F,2,9,22.22222222222222,0,2,0.0,2,2,100.0,1,11,12,3,0,1,1,3,6,12
Damion Lee,G,200,452,44.24778761061947,110,247,44.534412955465584,94,104,90.38461538461539,39,186,225,99,30,7,78,118,604,79
Daniel Gafford,"C, F",871,1238,70.35541195476576,0,1,0.0,363,526,69.01140684410646,499,830,1329,233,122,336,215,548,2105,-424
Daniel Orton,"C, F",50,103,48.54368932038835,0,1,0.0,43,72,59.72222222222222,48,78,126,24,18,28,29,81,143,-93
Danilo Gallinari,F,415,948,43.77637130801688,198,503,39.363817097415506,313,354,88.4180790960452,46,352,398,150,48,8,88,101,1341,154
Danny Green,"F, G",2312,5485,42.15132178669098,1435,3560,40.30898876404495,497,610,81.47540983606557,439,2132,2571,1175,756,596,747,1293,6556,3228
Dante Cunningham,"C, F",201,449,44.766146993318486,30,69,43.47826086956522,46,63,73.01587301587301,121,256,377,80,66,45,55,210,478,-251
Dante Exum,G,453,1130,40.08849557522124,152,499,30.460921843687377,173,224,77.23214285714286,80,289,369,469,85,36,280,390,1231,156
Danuel House Jr.,"F, G",251,554,45.30685920577617,101,300,33.666666666666664,132,176,75.0,52,245,297,122,52,32,71,172,735,105
Dario Saric,"F, C",1368,3106,44.043786220218934,460,1295,35.521235521235525,632,760,83.15789473684211,486,1436,1922,672,199,80,556,711,3828,140
Darius Bazley,"F, C",773,1869,41.359015516318884,234,757,30.911492734478202,333,492,67.6829268292683,194,1050,1244,282,138,177,292,230,2113,-1131
Darnell Jackson,F,77,158,48.734177215189874,3,11,27.27272727272727,30,49,61.224489795918366,49,45,94,14,12,3,23,61,187,-75
Darren Collison,G,977,2040,47.8921568627451,220,553,39.78300180831826,486,581,83.64888123924268,70,394,464,882,211,27,356,356,2660,-167
David Lee,"C, F",248,420,59.04761904761905,0,0,0.0,80,113,70.79646017699115,149,292,441,124,31,40,82,125,576,315
David West,"F, C",244,448,54.46428571428571,3,7,42.857142857142854,63,80,78.75,72,237,309,143,44,55,68,142,554,330
Davion Mitchell,G,679,1565,43.38658146964856,221,675,32.74074074074074,111,158,70.25316455696202,68,298,366,632,116,42,219,338,1690,-319
Davis Bertans,"F, C",996,2338,42.60051325919589,733,1831,40.03276897870016,367,425,86.3529411764706,124,875,999,386,165,144,218,641,3092,550
Davon Reed,G,22,76,28.947368421052634,11,38,28.947368421052634,8,12,66.66666666666666,2,37,39,13,10,2,10,17,63,-75
De'Aaron Fox,G,3671,7796,47.088250384812724,697,2086,33.41323106423778,1901,2582,73.62509682416731,276,1508,1784,2870,665,196,1275,1219,9940,-445
De'Anthony Melton,"G, F",516,1267,40.72612470402526,263,712,36.93820224719101,156,194,80.41237113402062,122,465,587,470,254,80,216,388,1451,152
DeAndre Jordan,C,32,54,59.25925925925925,0,0,0.0,10,14,71.42857142857143,32,60,92,8,2,9,16,21,74,-39
DeAndre Liggins,G,33,72,45.83333333333333,7,23,30.434782608695656,18,37,48.64864864864865,19,49,68,20,24,3,24,39,91,-94
DeAndre' Bembry,"F, G",117,228,51.31578947368421,14,53,26.41509433962264,45,66,68.18181818181817,33,113,146,107,53,18,71,87,293,7
DeJuan Blair,"C, F",757,1483,51.04517869184087,0,5,0.0,216,345,62.60869565217392,471,788,1259,214,206,67,282,587,1730,43
DeMar DeRozan,"G, F",6104,13302,45.88783641557661,356,1266,28.12006319115324,4525,5415,83.56417359187442,586,3026,3612,3302,824,238,1743,1808,17089,247
DeMarcus Cousins,"C, F",3557,7746,45.92047508391428,176,546,32.234432234432234,2604,3546,73.43485617597293,1380,3676,5056,1402,661,558,1624,1808,9894,-692
DeMarre Carroll,F,520,1272,40.88050314465409,185,540,34.25925925925926,220,301,73.08970099667775,216,450,666,188,197,60,135,381,1445,285
DeQuan Jones,"F, G",95,218,43.57798165137615,9,35,25.71428571428571,34,51,66.66666666666666,17,88,105,16,19,22,30,55,233,-179
Deandre Ayton,"C, F",2640,4458,59.219380888290715,22,90,24.444444444444443,664,872,76.14678899082568,1095,2666,3761,585,261,341,619,963,5966,8
Dejounte Murray,"G, F",1628,3577,45.51299972043612,218,661,32.9803328290469,519,673,77.11738484398218,323,1597,1920,1540,455,84,594,596,3993,100
Delon Wright,G,703,1559,45.093008338678644,189,526,35.93155893536122,324,393,82.44274809160305,207,545,752,771,323,98,246,283,1919,269
Deni Avdija,"F, G",1039,2273,45.71051473823141,292,894,32.662192393736014,456,619,73.66720516962843,232,1482,1714,727,215,124,403,724,2826,-524
Dennis Schroder,G,1157,2628,44.02587519025875,326,909,35.863586358635864,511,612,83.49673202614379,79,581,660,898,156,34,421,440,3151,368
Dennis Smith Jr.,G,79,189,41.7989417989418,6,27,22.22222222222222,42,64,65.625,20,68,88,132,45,12,51,52,206,-138
Deron Williams,G,369,806,45.78163771712159,89,258,34.49612403100775,302,354,85.31073446327684,32,173,205,514,64,12,187,152,1129,-50
Derrick Favors,"C, F",3070,5792,53.00414364640884,37,185,20.0,1365,2038,66.9774288518155,1644,3166,4810,749,529,852,884,1686,7542,-8
Derrick Jones Jr.,"F, G",217,429,50.58275058275058,46,149,30.87248322147651,93,138,67.3913043478261,118,170,288,62,52,71,46,192,573,-33
Derrick White,"G, F",958,2151,44.537424453742446,300,872,34.403669724770644,525,628,83.59872611464968,113,663,776,914,190,187,324,512,2741,352
Derrick Williams,F,404,913,44.24972617743702,73,240,30.416666666666664,306,439,69.70387243735763,109,390,499,105,78,20,126,172,1187,-416
Devin Booker,"G, F",5095,10970,46.44484958979034,1241,3473,35.73279585372877,3098,3559,87.04692329305985,348,2065,2413,2993,510,174,1815,1774,14529,206
Devin Harris,G,324,743,43.60699865410498,102,283,36.042402826855124,233,304,76.64473684210526,18,134,152,408,77,15,171,169,983,82
Devin Vassell,"G, F",1208,2718,44.44444444444444,458,1242,36.87600644122383,365,451,80.93126385809313,103,786,889,605,235,99,245,362,3239,-619
Devonte' Graham,G,114,308,37.01298701298701,78,231,33.76623376623377,67,88,76.13636363636364,12,74,86,129,24,8,43,45,373,-163
Devyn Marble,F,35,115,30.434782608695656,12,54,22.22222222222222,15,40,37.5,11,58,69,29,22,3,16,39,97,-29
Dewayne Dedmon,"C, F",471,873,53.95189003436426,15,74,20.27027027027027,200,296,67.56756756756756,404,934,1338,96,99,210,215,602,1157,27
Didi Louzada,F,12,30,40.0,9,20,45.0,2,2,100.0,3,12,15,4,2,2,5,13,35,-77
Dion Waiters,"G, F",519,1310,39.61832061068702,137,400,34.25,182,269,67.65799256505576,65,272,337,243,127,26,183,239,1357,329
Domantas Sabonis,"F, C",1515,2689,56.34064708069915,119,346,34.39306358381503,716,994,72.03219315895373,637,1929,2566,1415,191,124,637,786,3865,270
Dominic McGuire,F,15,32,46.875,0,0,0.0,2,6,33.33333333333333,11,37,48,10,5,8,7,26,32,-42
Dominick Barlow,C,102,199,51.256281407035175,3,13,23.076923076923077,47,67,70.1492537313433,91,124,215,60,22,33,24,103,254,-140
Donovan Mitchell,G,2953,6701,44.06804954484405,958,2657,36.05570191945803,1370,1644,83.33333333333334,269,1164,1433,1542,445,99,964,874,8234,1406
Donte DiVincenzo,G,79,218,36.23853211009174,53,144,36.80555555555556,47,56,83.92857142857143,22,88,110,89,37,5,44,43,258,-42
Donte Greene,F,264,652,40.49079754601227,70,259,27.027027027027028,87,120,72.5,68,212,280,82,54,49,92,155,685,-233
Dorell Wright,F,420,1086,38.67403314917127,245,671,36.51266766020864,206,252,81.74603174603175,85,519,604,255,105,62,121,215,1291,-48
Doug McDermott,F,605,1327,45.591559909570464,328,785,41.783439490445865,115,155,74.19354838709677,55,295,350,225,39,15,131,267,1653,-470
Dragan Bender,"F, C",332,842,39.42992874109264,168,524,32.06106870229007,75,116,64.65517241379311,97,550,647,209,50,97,181,330,907,-655
Drew Eubanks,"C, F",761,1256,60.589171974522294,18,47,38.297872340425535,362,493,73.42799188640974,473,1009,1482,315,123,274,283,542,1902,-751
Drew Gooden,F,219,522,41.95402298850575,37,117,31.62393162393162,67,85,78.82352941176471,137,285,422,77,39,27,58,184,542,-111
Duane Washington Jr.,G,94,256,36.71875,40,111,36.03603603603604,16,24,66.66666666666666,2,34,36,63,6,4,34,23,244,-6
Duop Reath,C,230,499,46.09218436873748,88,245,35.91836734693877,69,93,74.19354838709677,93,157,250,67,33,38,52,161,617,-188
Dwayne Bacon,"F, G",292,726,40.22038567493113,59,207,28.502415458937197,145,176,82.38636363636364,31,193,224,93,45,5,46,103,788,-443
Dwight Howard,C,1256,2142,58.63678804855276,5,34,14.705882352941178,977,1746,55.95647193585338,723,1823,2546,276,225,368,582,651,3494,560
E'Twaun Moore,"G, F",487,1175,41.4468085106383,135,393,34.35114503816794,111,141,78.72340425531915,91,257,348,358,126,41,183,260,1220,-444
Earl Barron,"C, F",40,138,28.985507246376812,2,4,50.0,21,39,53.84615384615385,50,75,125,15,15,11,29,85,103,-108
Earl Clark,F,119,297,40.06734006734007,0,5,0.0,48,76,63.1578947368421,72,153,225,27,20,50,53,117,286,-225
Earl Watson,G,220,598,36.78929765886287,53,194,27.31958762886598,107,157,68.15286624203821,110,295,405,713,160,48,287,378,600,-54
Ed Davis,"F, C",1046,1864,56.11587982832618,0,2,0.0,453,746,60.723860589812325,935,1788,2723,321,219,323,340,1038,2545,-801
Ekpe Udoh,C,110,192,57.291666666666664,0,1,0.0,61,86,70.93023255813954,95,145,240,81,53,105,33,141,281,12
Elfrid Payton,G,1445,3192,45.269423558897245,115,390,29.48717948717949,497,815,60.98159509202454,358,1001,1359,2021,427,108,773,714,3502,-923
Elie Okobo,G,186,471,39.490445859872615,64,203,31.527093596059114,87,118,73.72881355932203,28,160,188,242,56,11,107,163,523,-276
Elijah Hughes,F,57,174,32.758620689655174,33,118,27.966101694915253,10,13,76.92307692307693,7,60,67,28,15,9,23,40,157,-267
Elijah Millsap,"G, F",93,284,32.74647887323944,29,104,27.884615384615387,72,106,67.9245283018868,37,154,191,78,63,19,78,159,287,71
Elliot Williams,G,183,424,43.160377358490564,50,159,31.446540880503143,94,139,67.62589928057554,37,115,152,82,43,6,77,145,510,-373
Elton Brand,"F, C",820,1634,50.18359853121175,0,3,0.0,306,398,76.88442211055276,391,777,1168,235,159,211,177,452,1946,292
