personName,teamName,season_year,position,minutes,fieldGoalsMade,fieldGoalsAttempted,fieldGoalsPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,reboundsOffensive,reboundsDefensive,reboundsTotal,assists,steals,blocks,turnovers,foulsPersonal,points,plusMinusPoints
Danny Green,Lakers,2019-20,G,25.0010101010101,2.9696969696969697,7.106060606060606,41.7910447761194,1.803030303030303,4.909090909090909,36.72839506172839,0.4696969696969697,0.6818181818181818,68.8888888888889,0.7575757575757576,2.590909090909091,3.3484848484848486,1.3333333333333333,1.2878787878787878,0.48484848484848486,0.9242424242424242,2.015151515151515,8.212121212121213,3.8636363636363638
Danny Green,Raptors,2018-19,F,25.322619047619046,3.857142857142857,7.928571428571429,48.648648648648646,2.5714285714285716,5.5,46.753246753246756,1.0,1.3571428571428572,73.68421052631578,0.7142857142857143,2.642857142857143,3.357142857142857,1.5,0.9285714285714286,0.21428571428571427,0.5,1.9285714285714286,11.285714285714286,10.142857142857142
Danny Green,Raptors,2018-19,G,28.196464646464648,3.621212121212121,7.863636363636363,46.050096339113686,2.4545454545454546,5.424242424242424,45.2513966480447,0.3484848484848485,0.3787878787878788,92.0,0.7575757575757576,3.3333333333333335,4.090909090909091,1.5909090909090908,0.9090909090909091,0.7575757575757576,1.0303030303030303,2.1818181818181817,10.045454545454545,7.515151515151516
Danny Green,Spurs,2010-11,F,20.533333333333335,3.0,10.0,30.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,2.0,6.0,-2.0
Danny Green,Spurs,2010-11,G,10.138095238095238,2.0,3.5714285714285716,55.99999999999999,1.0,2.0,50.0,0.0,0.0,0.0,0.42857142857142855,1.1428571428571428,1.5714285714285714,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.7142857142857143,5.0,2.857142857142857
Danny Green,Spurs,2011-12,F,24.475,2.5,8.0,31.25,0.0,2.5,0.0,0.5,0.5,100.0,0.5,2.5,3.0,2.0,0.5,0.5,1.5,1.5,5.5,0.0
Danny Green,Spurs,2011-12,G,23.021614583333335,3.21875,7.203125,44.68546637744035,1.59375,3.578125,44.54148471615721,1.21875,1.546875,78.78787878787878,0.828125,2.640625,3.46875,1.28125,0.890625,0.703125,1.0,1.625,9.25,3.8125
Danny Green,Spurs,2012-13,F,29.432222222222222,3.6,8.733333333333333,41.22137404580153,2.1333333333333333,5.8,36.7816091954023,0.4666666666666667,0.5333333333333333,87.5,0.2,3.1333333333333333,3.3333333333333335,2.2666666666666666,1.1333333333333333,0.6666666666666666,1.6,1.7333333333333334,9.8,4.266666666666667
Danny Green,Spurs,2012-13,G,27.06282051282051,3.7384615384615385,8.184615384615384,45.67669172932331,2.230769230769231,5.015384615384615,44.47852760736197,0.9230769230769231,1.0923076923076922,84.50704225352113,0.5076923076923077,2.476923076923077,2.9846153846153847,1.646153846153846,1.1538461538461537,0.676923076923077,1.0769230769230769,1.5076923076923077,10.63076923076923,3.830769230769231
Danny Green,Spurs,2013-14,F,31.618333333333332,4.0,9.3,43.01075268817204,2.3,5.7,40.35087719298245,1.4,1.6,87.49999999999999,0.6,4.1,4.7,2.1,0.7,1.2,1.9,2.3,11.7,0.5
Danny Green,Spurs,2013-14,G,23.01609195402299,3.0689655172413794,7.103448275862069,43.203883495145625,1.8793103448275863,4.5,41.7624521072797,0.6206896551724138,0.8103448275862069,76.59574468085107,0.3275862068965517,2.810344827586207,3.1379310344827585,1.4310344827586208,1.0,0.8448275862068966,0.9827586206896551,1.4482758620689655,8.637931034482758,5.620689655172414
Danny Green,Spurs,2014-15,F,24.166666666666668,3.0,11.0,27.27272727272727,1.0,6.0,16.666666666666664,0.0,0.0,0.0,1.0,2.0,3.0,3.0,1.0,3.0,2.0,3.0,7.0,1.0
Danny Green,Spurs,2014-15,G,28.592083333333335,3.9875,9.0875,43.87895460797799,2.375,5.6375,42.12860310421286,1.3875,1.5875,87.4015748031496,0.6625,3.5875,4.25,1.9375,1.25,1.05,1.1375,2.0,11.7375,5.3625
Danny Green,Spurs,2015-16,G,26.09493670886076,2.670886075949367,7.10126582278481,37.6114081996435,1.4683544303797469,4.417721518987341,33.23782234957021,0.43037974683544306,0.5822784810126582,73.91304347826087,0.6075949367088608,3.2278481012658227,3.8354430379746836,1.7848101265822784,1.0,0.810126582278481,0.9493670886075949,1.7848101265822784,7.2405063291139244,6.405063291139241
Danny Green,Spurs,2016-17,G,26.570833333333333,2.588235294117647,6.602941176470588,39.198218262806236,1.7352941176470589,4.573529411764706,37.94212218649518,0.39705882352941174,0.47058823529411764,84.375,0.45588235294117646,2.838235294117647,3.2941176470588234,1.8235294117647058,1.0294117647058822,0.8382352941176471,1.1176470588235294,1.7647058823529411,7.3088235294117645,3.9411764705882355
Danny Green,Spurs,2017-18,F,26.171794871794873,2.923076923076923,8.538461538461538,34.234234234234236,1.6923076923076923,5.153846153846154,32.83582089552238,0.8461538461538461,1.0,84.61538461538461,0.8461538461538461,3.230769230769231,4.076923076923077,1.3846153846153846,0.6153846153846154,1.6153846153846154,1.4615384615384615,2.923076923076923,8.384615384615385,3.923076923076923
