personName,teamName,season_year,position,mean_minutes_played,total_minutes_played
Andre Drummond,Pistons,2013-14,C,32.334362139917694,2619.0833333333335
Andre Drummond,Pistons,2014-15,C,30.5109756097561,2501.9
Andre Drummond,Pistons,2015-16,C,32.907407407407405,2665.5
Andre Drummond,Pistons,2016-17,C,29.74588477366255,2409.4166666666665
Andre Drummond,Pistons,2017-18,C,33.652136752136755,2624.866666666667
Andre Drummond,Pistons,2018-19,C,33.505063291139244,2646.9
Andre Drummond,Pistons,2019-20,C,33.74829931972789,1653.6666666666667
Andre Iguodala,76ers,2010-11,F,36.998633879781416,2256.9166666666665
Andre Iguodala,76ers,2010-11,G,35.297222222222224,211.78333333333333
Andre Iguodala,76ers,2011-12,F,35.630645161290325,2209.1
Andre Iguodala,Heat,2019-20,F,19.913492063492065,418.18333333333334
Andre Iguodala,Heat,2020-21,F,21.252910052910053,1338.9333333333334
Andre Iguodala,Nuggets,2012-13,F,34.61111111111111,103.83333333333333
Andre Iguodala,Nuggets,2012-13,G,34.74112554112554,2675.0666666666666
Andre Iguodala,Warriors,2013-14,F,31.99972222222222,1919.9833333333333
Andre Iguodala,Warriors,2013-14,G,39.91111111111111,119.73333333333333
Andre Iguodala,Warriors,2014-15,F,26.867555555555555,2015.0666666666666
Andre Iguodala,Warriors,2014-15,G,26.758333333333333,53.516666666666666
Andre Iguodala,Warriors,2015-16,F,26.660752688172042,1652.9666666666667
Andre Iguodala,Warriors,2015-16,G,26.227777777777778,78.68333333333334
Andre Iguodala,Warriors,2016-17,F,26.30177777777778,1972.6333333333334
Andre Iguodala,Warriors,2016-17,G,24.95,24.95
Andre Iguodala,Warriors,2017-18,F,25.14489247311828,1558.9833333333333
Andre Iguodala,Warriors,2017-18,G,31.741666666666667,63.483333333333334
Andre Iguodala,Warriors,2018-19,F,23.063172043010756,1429.9166666666667
